image_path,iod,miod,is_lv3,od_threshold_used,dilate_radius_used,low_iod,low_miod,low_both,figure_path
data\raw\train\IHC\01862_train_3+.png,802042.4375,0.7649135589599609,1,0.25,0,0,0,0,
data\raw\train\IHC\01864_train_2+.png,35957.9296875,0.034292154014110565,0,0.2,2,0,1,0,
data\raw\train\IHC\01865_train_3+.png,9678.455078125,0.009407884441316128,1,0.25,0,0,1,0,
data\raw\train\IHC\01866_train_3+.png,307765.125,0.2994633913040161,1,0.25,0,0,0,0,
data\raw\train\IHC\01867_train_1+.png,3.089017930335558e-10,2.9459170630794125e-16,0,0.2,2,1,1,1,
data\raw\train\IHC\01868_train_2+.png,154613.390625,0.14745081961154938,0,0.2,2,0,0,0,
data\raw\train\IHC\01869_train_1+.png,457724.03125,0.43651965260505676,0,0.2,2,0,0,0,
data\raw\train\IHC\01870_train_1+.png,309227.75,0.31545451283454895,0,0.2,2,0,0,0,
data\raw\train\IHC\01871_train_2+.png,1079.66455078125,0.0010296483524143696,0,0.2,2,0,1,0,
data\raw\train\IHC\01872_train_3+.png,6130.078125,0.39671745896339417,1,0.25,0,0,0,0,
data\raw\train\IHC\01873_train_0.png,11331.79296875,0.8301680088043213,0,0.2,2,0,0,0,
data\raw\train\IHC\01875_train_1+.png,482408.46875,0.5533952713012695,0,0.2,2,0,0,0,
data\raw\train\IHC\01876_train_2+.png,124.50455474853516,0.1307820975780487,0,0.2,2,1,0,0,
data\raw\train\IHC\01877_train_1+.png,170757.953125,1.0482057332992554,0,0.2,2,0,0,0,
data\raw\train\IHC\01878_train_2+.png,22739.060546875,0.6497431397438049,0,0.2,2,0,0,0,
data\raw\train\IHC\01880_train_0.png,819714.75,1.8250519037246704,0,0.2,2,0,0,0,
data\raw\train\IHC\01881_train_2+.png,82404.7421875,0.3042662739753723,0,0.2,2,0,0,0,
data\raw\train\IHC\01882_train_2+.png,154384.125,0.3620836138725281,0,0.2,2,0,0,0,
data\raw\train\IHC\01883_train_2+.png,2333.197021484375,0.00222511007450521,0,0.2,2,0,1,0,
data\raw\train\IHC\01884_train_2+.png,3408.711181640625,0.0061791641637682915,0,0.2,2,0,1,0,
data\raw\train\IHC\01885_train_2+.png,176965.125,0.16876709461212158,0,0.2,2,0,0,0,
data\raw\train\IHC\01886_train_2+.png,35753.59375,0.7586486339569092,0,0.2,2,0,0,0,
data\raw\train\IHC\01887_train_2+.png,26597.587890625,1.1565676927566528,0,0.2,2,0,0,0,
data\raw\train\IHC\01889_train_1+.png,166449.34375,0.527953028678894,0,0.2,2,0,0,0,
data\raw\train\IHC\01890_train_2+.png,3444.395263671875,0.0032848312985152006,0,0.2,2,0,1,0,
data\raw\train\IHC\01891_train_2+.png,201.12939453125,0.0001918119378387928,0,0.2,2,1,1,1,
data\raw\train\IHC\01892_train_3+.png,84213.671875,0.16122138500213623,1,0.25,0,0,0,0,
data\raw\train\IHC\01893_train_2+.png,2443.898193359375,0.06542184203863144,0,0.2,2,0,0,0,
data\raw\train\IHC\01894_train_3+.png,215133.21875,0.20523396134376526,1,0.25,0,0,0,0,
data\raw\train\IHC\01895_train_3+.png,162296.8125,0.3301352858543396,1,0.25,0,0,0,0,
data\raw\train\IHC\01897_train_3+.png,235258.9375,0.22454950213432312,1,0.25,0,0,0,0,
data\raw\train\IHC\01898_train_3+.png,112464.828125,0.1085711419582367,1,0.25,0,0,0,0,
data\raw\train\IHC\01899_train_2+.png,711635.75,1.0789324045181274,0,0.2,2,0,0,0,
data\raw\train\IHC\01901_train_2+.png,17849.29296875,0.027723439037799835,0,0.2,2,0,1,0,
data\raw\train\IHC\01902_train_3+.png,855152.875,0.8156049847602844,1,0.25,0,0,0,0,
data\raw\train\IHC\01903_train_2+.png,45515.2890625,1.2072700262069702,0,0.2,2,0,0,0,
data\raw\train\IHC\01905_train_2+.png,1345096.75,1.2827842235565186,0,0.2,2,0,0,0,
data\raw\train\IHC\01906_train_3+.png,36740.2578125,0.035047098994255066,1,0.25,0,0,1,0,
data\raw\train\IHC\01907_train_3+.png,259425.015625,0.24789705872535706,1,0.25,0,0,0,0,
data\raw\train\IHC\01908_train_0.png,31033.50390625,0.13063658773899078,0,0.2,2,0,0,0,
data\raw\train\IHC\01909_train_2+.png,7476.95068359375,0.09071657061576843,0,0.2,2,0,0,0,
data\raw\train\IHC\01910_train_1+.png,502401.53125,0.479127436876297,0,0.2,2,0,0,0,
data\raw\train\IHC\01911_train_2+.png,22379.3515625,0.02134261280298233,0,0.2,2,0,1,0,
data\raw\train\IHC\01912_train_2+.png,668607.625,0.6376339197158813,0,0.2,2,0,0,0,
data\raw\train\IHC\01913_train_3+.png,210118.71875,0.20077888667583466,1,0.25,0,0,0,0,
data\raw\train\IHC\01914_train_1+.png,14478.5283203125,0.6916934847831726,0,0.2,2,0,0,0,
data\raw\train\IHC\01916_train_3+.png,2994.24267578125,0.027503423392772675,1,0.25,0,0,1,0,
data\raw\train\IHC\01917_train_1+.png,304976.84375,0.588279128074646,0,0.2,2,0,0,0,
data\raw\train\IHC\01918_train_2+.png,1687.8958740234375,0.0016097029438242316,0,0.2,2,0,1,0,
data\raw\train\IHC\01919_train_3+.png,390647.59375,0.37267959117889404,1,0.25,0,0,0,0,
data\raw\train\IHC\01920_train_3+.png,776576.125,0.7437734603881836,1,0.25,0,0,0,0,
data\raw\train\IHC\01921_train_2+.png,272509.3125,0.6123199462890625,0,0.2,2,0,0,0,
data\raw\train\IHC\01922_train_0.png,913198.0,1.0958551168441772,0,0.2,2,0,0,0,
data\raw\train\IHC\01923_train_3+.png,1745.5440673828125,0.04450193792581558,1,0.25,0,0,1,0,
data\raw\train\IHC\01924_train_3+.png,3586.220947265625,0.003421675879508257,1,0.25,0,0,1,0,
data\raw\train\IHC\01926_train_2+.png,67244.3984375,2.0047223567962646,0,0.2,2,0,0,0,
data\raw\train\IHC\01927_train_3+.png,516585.90625,0.49267444014549255,1,0.25,0,0,0,0,
data\raw\train\IHC\01928_train_1+.png,85547.0234375,0.7553821206092834,0,0.2,2,0,0,0,
data\raw\train\IHC\01929_train_3+.png,1948493.625,1.8586537837982178,1,0.25,0,0,0,0,
data\raw\train\IHC\01930_train_2+.png,119219.6015625,0.9327804446220398,0,0.2,2,0,0,0,
data\raw\train\IHC\01931_train_2+.png,6769.11865234375,0.006455534603446722,0,0.2,2,0,1,0,
data\raw\train\IHC\01933_train_3+.png,252617.84375,2.00026798248291,1,0.25,0,0,0,0,
data\raw\train\IHC\01934_train_3+.png,2480699.0,2.382755756378174,1,0.25,0,0,0,0,
data\raw\train\IHC\01936_train_1+.png,33687.57421875,0.5937601327896118,0,0.2,2,0,0,0,
data\raw\train\IHC\01937_train_2+.png,1493545.5,1.4243559837341309,0,0.2,2,0,0,0,
data\raw\train\IHC\01938_train_3+.png,870.4329833984375,0.0022750350181013346,1,0.25,0,0,1,0,
data\raw\train\IHC\01939_train_1+.png,0.0002662179176695645,2.5388519064861725e-10,0,0.2,2,1,1,1,
data\raw\train\IHC\01940_train_1+.png,516.2138671875,0.0004922999069094658,0,0.2,2,0,1,0,
data\raw\train\IHC\01941_train_2+.png,580385.8125,1.18781578540802,0,0.2,2,0,0,0,
data\raw\train\IHC\01942_train_2+.png,25268.80078125,0.8406960368156433,0,0.2,2,0,0,0,
data\raw\train\IHC\01943_train_1+.png,4415.40087890625,0.004210854414850473,0,0.2,2,0,1,0,
data\raw\train\IHC\01945_train_2+.png,147.57894897460938,0.00014074225327931345,0,0.2,2,1,1,1,
data\raw\train\IHC\01946_train_1+.png,5110.39697265625,0.3967391550540924,0,0.2,2,0,0,0,
data\raw\train\IHC\01948_train_3+.png,1122217.625,1.0731396675109863,1,0.25,0,0,0,0,
data\raw\train\IHC\01949_train_2+.png,7487.05078125,0.007140208035707474,0,0.2,2,0,1,0,
data\raw\train\IHC\01950_train_2+.png,70183.484375,0.31959983706474304,0,0.2,2,0,0,0,
data\raw\train\IHC\01951_train_3+.png,778.64404296875,0.0017085981089621782,1,0.25,0,0,1,0,
data\raw\train\IHC\01952_train_3+.png,153249.90625,0.6408456563949585,1,0.25,0,0,0,0,
data\raw\train\IHC\01953_train_2+.png,8089.4814453125,0.03223838657140732,0,0.2,2,0,1,0,
data\raw\train\IHC\01954_train_1+.png,1806.710693359375,0.001723013585433364,0,0.2,2,0,1,0,
data\raw\train\IHC\01955_train_1+.png,117013.796875,0.8984405398368835,0,0.2,2,0,0,0,
data\raw\train\IHC\01956_train_3+.png,132900.984375,0.12674425542354584,1,0.25,0,0,0,0,
data\raw\train\IHC\01958_train_2+.png,66163.375,0.9212901592254639,0,0.2,2,0,0,0,
data\raw\train\IHC\01959_train_3+.png,6551.9951171875,0.03011913038790226,1,0.25,0,0,1,0,
data\raw\train\IHC\01960_train_2+.png,3335.83984375,0.003181304782629013,0,0.2,2,0,1,0,
data\raw\train\IHC\01961_train_2+.png,103.6353530883789,9.88343745120801e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\01962_train_3+.png,278980.96875,0.26605698466300964,1,0.25,0,0,0,0,
data\raw\train\IHC\01963_train_2+.png,4.55099734608666e-06,4.340169282995854e-12,0,0.2,2,1,1,1,
data\raw\train\IHC\01964_train_2+.png,26.17947006225586,2.4966688215499744e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\01965_train_2+.png,397824.71875,1.0776221752166748,0,0.2,2,0,0,0,
data\raw\train\IHC\01966_train_3+.png,225843.296875,0.6496657133102417,1,0.25,0,0,0,0,
data\raw\train\IHC\01967_train_2+.png,139475.46875,0.9665994644165039,0,0.2,2,0,0,0,
data\raw\train\IHC\01968_train_2+.png,5156.94140625,0.004918042570352554,0,0.2,2,0,1,0,
data\raw\train\IHC\01969_train_2+.png,2716.5068359375,0.0025906627997756004,0,0.2,2,0,1,0,
data\raw\train\IHC\01970_train_3+.png,786107.4375,0.7496933341026306,1,0.25,0,0,0,0,
data\raw\train\IHC\01971_train_3+.png,1257.4151611328125,0.052510447800159454,1,0.25,0,0,0,0,
data\raw\train\IHC\01972_train_3+.png,174439.953125,0.16636794805526733,1,0.25,0,0,0,0,
data\raw\train\IHC\01973_train_2+.png,399578.9375,0.6884152889251709,0,0.2,2,0,0,0,
data\raw\train\IHC\01974_train_3+.png,60664.375,0.2190832644701004,1,0.25,0,0,0,0,
data\raw\train\IHC\01975_train_2+.png,84728.3125,0.08080321550369263,0,0.2,2,0,0,0,
data\raw\train\IHC\01976_train_1+.png,17842.369140625,1.0281416177749634,0,0.2,2,0,0,0,
data\raw\train\IHC\01977_train_1+.png,38208.24609375,0.6157753467559814,0,0.2,2,0,0,0,
data\raw\train\IHC\01978_train_3+.png,149794.265625,0.7813423275947571,1,0.25,0,0,0,0,
data\raw\train\IHC\01979_train_1+.png,111090.890625,0.7445470690727234,0,0.2,2,0,0,0,
data\raw\train\IHC\01980_train_1+.png,108716.9375,1.030990719795227,0,0.2,2,0,0,0,
data\raw\train\IHC\01983_train_2+.png,116.63902282714844,0.00011123564036097378,0,0.2,2,1,1,1,
data\raw\train\IHC\01984_train_3+.png,288283.40625,0.2751173973083496,1,0.25,0,0,0,0,
data\raw\train\IHC\01985_train_0.png,218171.609375,1.0632507801055908,0,0.2,2,0,0,0,
data\raw\train\IHC\01986_train_0.png,5502.533203125,1.2772825956344604,0,0.2,2,0,0,0,
data\raw\train\IHC\01987_train_2+.png,191233.3125,0.7106086611747742,0,0.2,2,0,0,0,
data\raw\train\IHC\01988_train_2+.png,11316.5869140625,0.010792338289320469,0,0.2,2,0,1,0,
data\raw\train\IHC\01989_train_2+.png,57037.91796875,0.05439559742808342,0,0.2,2,0,0,0,
data\raw\train\IHC\01991_train_1+.png,125550.765625,0.9462745785713196,0,0.2,2,0,0,0,
data\raw\train\IHC\01993_train_2+.png,375372.40625,0.3579830229282379,0,0.2,2,0,0,0,
data\raw\train\IHC\01994_train_0.png,149406.140625,0.7177707552909851,0,0.2,2,0,0,0,
data\raw\train\IHC\01996_train_3+.png,5031.966796875,0.09669235348701477,1,0.25,0,0,0,0,
data\raw\train\IHC\01998_train_0.png,903410.75,0.9062045812606812,0,0.2,2,0,0,0,
data\raw\train\IHC\01999_train_3+.png,31231.36328125,0.029915012419223785,1,0.25,0,0,1,0,
data\raw\train\IHC\02000_train_2+.png,97134.7109375,1.0448524951934814,0,0.2,2,0,0,0,
data\raw\train\IHC\02001_train_2+.png,315177.1875,0.37514528632164,0,0.2,2,0,0,0,
data\raw\train\IHC\02002_train_1+.png,6502.248046875,0.00620102696120739,0,0.2,2,0,1,0,
data\raw\train\IHC\02003_train_1+.png,1082079.5,1.0319514274597168,0,0.2,2,0,0,0,
data\raw\train\IHC\02004_train_1+.png,13244.75,1.0682111978530884,0,0.2,2,0,0,0,
data\raw\train\IHC\02005_train_2+.png,20831.109375,0.01986609399318695,0,0.2,2,0,1,0,
data\raw\train\IHC\02006_train_1+.png,440900.65625,0.42047563195228577,0,0.2,2,0,0,0,
data\raw\train\IHC\02007_train_1+.png,343258.625,0.6266427636146545,0,0.2,2,0,0,0,
data\raw\train\IHC\02009_train_1+.png,1003042.8125,0.9565761685371399,0,0.2,2,0,0,0,
data\raw\train\IHC\02010_train_2+.png,1689933.875,1.6116465330123901,0,0.2,2,0,0,0,
data\raw\train\IHC\02011_train_2+.png,2851.989013671875,0.0027198686730116606,0,0.2,2,0,1,0,
data\raw\train\IHC\02012_train_3+.png,50528.0390625,0.15878435969352722,1,0.25,0,0,0,0,
data\raw\train\IHC\02013_train_3+.png,196691.859375,0.7707089185714722,1,0.25,0,0,0,0,
data\raw\train\IHC\02014_train_3+.png,1373115.625,1.310501217842102,1,0.25,0,0,0,0,
data\raw\train\IHC\02015_train_2+.png,4022.081787109375,0.0038357560988515615,0,0.2,2,0,1,0,
data\raw\train\IHC\02016_train_2+.png,17167.31640625,0.11294658482074738,0,0.2,2,0,0,0,
data\raw\train\IHC\02017_train_1+.png,47421.41796875,0.9842143654823303,0,0.2,2,0,0,0,
data\raw\train\IHC\02018_train_3+.png,10528.1142578125,1.178168535232544,1,0.25,0,0,0,0,
data\raw\train\IHC\02020_train_1+.png,125751.0078125,0.6301981806755066,0,0.2,2,0,0,0,
data\raw\train\IHC\02021_train_3+.png,35577.72265625,0.08575507253408432,1,0.25,0,0,0,0,
data\raw\train\IHC\02022_train_1+.png,58736.0546875,1.1461812257766724,0,0.2,2,0,0,0,
data\raw\train\IHC\02023_train_1+.png,5710.4619140625,0.6266281008720398,0,0.2,2,0,0,0,
data\raw\train\IHC\02024_train_1+.png,76966.859375,0.6610456109046936,0,0.2,2,0,0,0,
data\raw\train\IHC\02027_train_3+.png,2763.022705078125,0.002642500912770629,1,0.25,0,0,1,0,
data\raw\train\IHC\02028_train_2+.png,1139829.75,1.0870263576507568,0,0.2,2,0,0,0,
data\raw\train\IHC\02029_train_2+.png,72179.5,0.4120798707008362,0,0.2,2,0,0,0,
data\raw\train\IHC\02030_train_2+.png,89591.2109375,0.2252659797668457,0,0.2,2,0,0,0,
data\raw\train\IHC\02031_train_2+.png,10910.77734375,0.010405328124761581,0,0.2,2,0,1,0,
data\raw\train\IHC\02032_train_1+.png,96258.3984375,0.39686819911003113,0,0.2,2,0,0,0,
data\raw\train\IHC\02033_train_3+.png,193365.796875,0.2555510997772217,1,0.25,0,0,0,0,
data\raw\train\IHC\02034_train_3+.png,376509.15625,0.5034669041633606,1,0.25,0,0,0,0,
data\raw\train\IHC\02035_train_2+.png,2043.1370849609375,0.04505959153175354,0,0.2,2,0,1,0,
data\raw\train\IHC\02036_train_2+.png,16545.802734375,0.12312789261341095,0,0.2,2,0,0,0,
data\raw\train\IHC\02037_train_1+.png,277210.71875,0.8566091656684875,0,0.2,2,0,0,0,
data\raw\train\IHC\02038_train_3+.png,65117.99609375,0.13251741230487823,1,0.25,0,0,0,0,
data\raw\train\IHC\02039_train_1+.png,99413.8671875,0.437923401594162,0,0.2,2,0,0,0,
data\raw\train\IHC\02041_train_2+.png,11701.2666015625,1.058555006980896,0,0.2,2,0,0,0,
data\raw\train\IHC\02043_train_2+.png,9111.3935546875,0.008689302019774914,0,0.2,2,0,1,0,
data\raw\train\IHC\02044_train_1+.png,31312.0234375,0.643975555896759,0,0.2,2,0,0,0,
data\raw\train\IHC\02045_train_3+.png,78549.3359375,0.07495637983083725,1,0.25,0,0,0,0,
data\raw\train\IHC\02046_train_1+.png,138364.578125,0.5929410457611084,0,0.2,2,0,0,0,
data\raw\train\IHC\02047_train_1+.png,35096.7890625,0.7618309259414673,0,0.2,2,0,0,0,
data\raw\train\IHC\02048_train_1+.png,380606.75,1.4691554307937622,0,0.2,2,0,0,0,
data\raw\train\IHC\02049_train_2+.png,81464.234375,0.07769034802913666,0,0.2,2,0,0,0,
data\raw\train\IHC\02051_train_3+.png,62440.92578125,0.48273593187332153,1,0.25,0,0,0,0,
data\raw\train\IHC\02052_train_3+.png,83437.890625,0.07957272231578827,1,0.25,0,0,0,0,
data\raw\train\IHC\02053_train_2+.png,134925.5,0.19507291913032532,0,0.2,2,0,0,0,
data\raw\train\IHC\02054_train_2+.png,124162.6875,0.11841076612472534,0,0.2,2,0,0,0,
data\raw\train\IHC\02055_train_3+.png,247882.84375,1.1491272449493408,1,0.25,0,0,0,0,
data\raw\train\IHC\02057_train_2+.png,35485.94921875,0.7436596155166626,0,0.2,2,0,0,0,
data\raw\train\IHC\02058_train_1+.png,557611.9375,0.5418495535850525,0,0.2,2,0,0,0,
data\raw\train\IHC\02059_train_1+.png,452087.21875,0.7020489573478699,0,0.2,2,0,0,0,
data\raw\train\IHC\02060_train_2+.png,48638.5390625,0.7972224354743958,0,0.2,2,0,0,0,
data\raw\train\IHC\02061_train_1+.png,945689.1875,1.0068321228027344,0,0.2,2,0,0,0,
data\raw\train\IHC\02063_train_3+.png,1014.008544921875,0.008695203810930252,1,0.25,0,0,1,0,
data\raw\train\IHC\02064_train_2+.png,287301.65625,0.2739922106266022,0,0.2,2,0,0,0,
data\raw\train\IHC\02065_train_3+.png,83012.46875,0.0793151929974556,1,0.25,0,0,0,0,
data\raw\train\IHC\02068_train_2+.png,109041.203125,0.16061334311962128,0,0.2,2,0,0,0,
data\raw\train\IHC\02069_train_3+.png,15503.70703125,0.7257270812988281,1,0.25,0,0,0,0,
data\raw\train\IHC\02070_train_2+.png,1092093.125,1.0415011644363403,0,0.2,2,0,0,0,
data\raw\train\IHC\02071_train_3+.png,201.35140991210938,0.0047023845836520195,1,0.25,0,1,1,1,
data\raw\train\IHC\02072_train_2+.png,1454910.125,1.3875104188919067,0,0.2,2,0,0,0,
data\raw\train\IHC\02073_train_2+.png,2205.542236328125,0.0021033689845353365,0,0.2,2,0,1,0,
data\raw\train\IHC\02075_train_3+.png,399703.78125,1.0439836978912354,1,0.25,0,0,0,0,
data\raw\train\IHC\02076_train_2+.png,33625.1171875,0.6135074496269226,0,0.2,2,0,0,0,
data\raw\train\IHC\02077_train_2+.png,1405209.625,1.340112328529358,0,0.2,2,0,0,0,
data\raw\train\IHC\02078_train_1+.png,1250949.625,1.1929985284805298,0,0.2,2,0,0,0,
data\raw\train\IHC\02080_train_1+.png,40506.03125,0.03862956166267395,0,0.2,2,0,1,0,
data\raw\train\IHC\02081_train_2+.png,18570.42578125,0.041187070310115814,0,0.2,2,0,1,0,
data\raw\train\IHC\02084_train_3+.png,274288.40625,0.26158180832862854,1,0.25,0,0,0,0,
data\raw\train\IHC\02085_train_1+.png,212511.0,2.4062297344207764,0,0.2,2,0,0,0,
data\raw\train\IHC\02087_train_2+.png,53692.71875,0.05120536684989929,0,0.2,2,0,0,0,
data\raw\train\IHC\02088_train_2+.png,10813.9619140625,0.16284124553203583,0,0.2,2,0,0,0,
data\raw\train\IHC\02089_train_3+.png,118424.0859375,0.11430278420448303,1,0.25,0,0,0,0,
data\raw\train\IHC\02090_train_2+.png,7896.13671875,0.08988919854164124,0,0.2,2,0,0,0,
data\raw\train\IHC\02091_train_3+.png,25217.390625,1.3057886362075806,1,0.25,0,0,0,0,
data\raw\train\IHC\02092_train_1+.png,42850.03515625,0.0408649779856205,0,0.2,2,0,1,0,
data\raw\train\IHC\02093_train_3+.png,7221.01416015625,0.028969459235668182,1,0.25,0,0,1,0,
data\raw\train\IHC\02094_train_0.png,15711.7236328125,0.8087570667266846,0,0.2,2,0,0,0,
data\raw\train\IHC\02095_train_3+.png,131926.0,0.713518500328064,1,0.25,0,0,0,0,
data\raw\train\IHC\02096_train_3+.png,1028.57421875,0.00261859642341733,1,0.25,0,0,1,0,
data\raw\train\IHC\02098_train_0.png,289136.84375,0.6279495358467102,0,0.2,2,0,0,0,
data\raw\train\IHC\02099_train_1+.png,589096.8125,0.5618064999580383,0,0.2,2,0,0,0,
data\raw\train\IHC\02100_train_2+.png,0.0012163231149315834,1.1599761151614985e-09,0,0.2,2,1,1,1,
data\raw\train\IHC\02101_train_2+.png,221515.765625,0.21125389635562897,0,0.2,2,0,0,0,
data\raw\train\IHC\02103_train_2+.png,197859.015625,0.3013474643230438,0,0.2,2,0,0,0,
data\raw\train\IHC\02106_train_2+.png,98.17617797851562,9.362809942103922e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\02107_train_2+.png,3697.964599609375,0.0035266538616269827,0,0.2,2,0,1,0,
data\raw\train\IHC\02108_train_3+.png,189034.734375,0.1803584098815918,1,0.25,0,0,0,0,
data\raw\train\IHC\02109_train_3+.png,1399341.5,1.3391724824905396,1,0.25,0,0,0,0,
data\raw\train\IHC\02111_train_3+.png,140541.25,0.13438700139522552,1,0.25,0,0,0,0,
data\raw\train\IHC\02112_train_2+.png,7.605517021147534e-05,7.253186246058974e-11,0,0.2,2,1,1,1,
data\raw\train\IHC\02113_train_1+.png,259684.375,0.2693360447883606,0,0.2,2,0,0,0,
data\raw\train\IHC\02114_train_1+.png,49516.703125,0.38678276538848877,0,0.2,2,0,0,0,
data\raw\train\IHC\02115_train_2+.png,1439.367919921875,0.0013726882170885801,0,0.2,2,0,1,0,
data\raw\train\IHC\02116_train_1+.png,265044.375,0.7595199942588806,0,0.2,2,0,0,0,
data\raw\train\IHC\02117_train_3+.png,18275.271484375,0.017500171437859535,1,0.25,0,0,1,0,
data\raw\train\IHC\02119_train_1+.png,321562.90625,0.8466013669967651,0,0.2,2,0,0,0,
data\raw\train\IHC\02121_train_1+.png,1953.56982421875,0.0018630693666636944,0,0.2,2,0,1,0,
data\raw\train\IHC\02123_train_1+.png,25929.1015625,0.024727918207645416,0,0.2,2,0,1,0,
data\raw\train\IHC\02124_train_3+.png,114736.25,0.11058734357357025,1,0.25,0,0,0,0,
data\raw\train\IHC\02126_train_2+.png,33721.19140625,0.03215903416275978,0,0.2,2,0,1,0,
data\raw\train\IHC\02127_train_2+.png,135931.328125,0.8114237189292908,0,0.2,2,0,0,0,
data\raw\train\IHC\02128_train_1+.png,322044.21875,0.5666959285736084,0,0.2,2,0,0,0,
data\raw\train\IHC\02129_train_3+.png,750001.375,0.7204305529594421,1,0.25,0,0,0,0,
data\raw\train\IHC\02130_train_2+.png,469866.90625,1.3546650409698486,0,0.2,2,0,0,0,
data\raw\train\IHC\02131_train_2+.png,2295.14404296875,0.0021888199262320995,0,0.2,2,0,1,0,
data\raw\train\IHC\02132_train_2+.png,15866.7890625,0.08887762576341629,0,0.2,2,0,0,0,
data\raw\train\IHC\02133_train_0.png,919418.5,1.146451473236084,0,0.2,2,0,0,0,
data\raw\train\IHC\02134_train_2+.png,1814.4266357421875,0.0017303720815107226,0,0.2,2,0,1,0,
data\raw\train\IHC\02135_train_2+.png,56.383052825927734,5.3771069360664114e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\02136_train_3+.png,769028.5,0.7334104180335999,1,0.25,0,0,0,0,
data\raw\train\IHC\02137_train_2+.png,1991.157958984375,0.09533914178609848,0,0.2,2,0,0,0,
data\raw\train\IHC\02138_train_3+.png,24435.400390625,0.023317646235227585,1,0.25,0,0,1,0,
data\raw\train\IHC\02139_train_3+.png,146020.96875,0.13983120024204254,1,0.25,0,0,0,0,
data\raw\train\IHC\02140_train_2+.png,664.3271484375,0.0006335517391562462,0,0.2,2,0,1,0,
data\raw\train\IHC\02141_train_2+.png,16.756458282470703,1.5980203897925094e-05,0,0.2,2,1,1,1,
data\raw\train\IHC\02142_train_3+.png,104465.375,0.18388521671295166,1,0.25,0,0,0,0,
data\raw\train\IHC\02143_train_2+.png,57110.30859375,0.6287465691566467,0,0.2,2,0,0,0,
data\raw\train\IHC\02144_train_3+.png,62754.640625,0.09712987393140793,1,0.25,0,0,0,0,
data\raw\train\IHC\02145_train_2+.png,38369.44921875,0.24772703647613525,0,0.2,2,0,0,0,
data\raw\train\IHC\02146_train_2+.png,624648.0,0.5957107543945312,0,0.2,2,0,0,0,
data\raw\train\IHC\02147_train_2+.png,172445.21875,0.1644565761089325,0,0.2,2,0,0,0,
data\raw\train\IHC\02148_train_3+.png,39534.9765625,0.03774823993444443,1,0.25,0,0,1,0,
data\raw\train\IHC\02149_train_0.png,165912.203125,0.5972942113876343,0,0.2,2,0,0,0,
data\raw\train\IHC\02151_train_2+.png,49258.8671875,0.04697691649198532,0,0.2,2,0,1,0,
data\raw\train\IHC\02152_train_1+.png,354461.3125,1.1361267566680908,0,0.2,2,0,0,0,
data\raw\train\IHC\02155_train_1+.png,1312479.875,1.2516783475875854,0,0.2,2,0,0,0,
data\raw\train\IHC\02156_train_1+.png,10674.669921875,0.09982484579086304,0,0.2,2,0,0,0,
data\raw\train\IHC\02157_train_3+.png,1257828.125,1.1995583772659302,1,0.25,0,0,0,0,
data\raw\train\IHC\02158_train_2+.png,1038425.75,0.9903199672698975,0,0.2,2,0,0,0,
data\raw\train\IHC\02159_train_1+.png,390596.90625,0.37250223755836487,0,0.2,2,0,0,0,
data\raw\train\IHC\02160_train_0.png,31932.236328125,0.4695779085159302,0,0.2,2,0,0,0,
data\raw\train\IHC\02162_train_2+.png,18088.224609375,0.01725027523934841,0,0.2,2,0,1,0,
data\raw\train\IHC\02163_train_1+.png,57828.71875,0.46289268136024475,0,0.2,2,0,0,0,
data\raw\train\IHC\02164_train_2+.png,17475.69921875,0.7738773822784424,0,0.2,2,0,0,0,
data\raw\train\IHC\02165_train_1+.png,113442.7421875,0.8518769145011902,0,0.2,2,0,0,0,
data\raw\train\IHC\02166_train_2+.png,135952.984375,0.8366491794586182,0,0.2,2,0,0,0,
data\raw\train\IHC\02167_train_2+.png,1454.241943359375,0.0013868731912225485,0,0.2,2,0,1,0,
data\raw\train\IHC\02168_train_2+.png,383.26312255859375,0.0003655081964097917,0,0.2,2,1,1,1,
data\raw\train\IHC\02169_train_3+.png,176.08761596679688,0.00016825292550493032,1,0.25,0,1,1,1,
data\raw\train\IHC\02170_train_2+.png,60091.3984375,0.7326432466506958,0,0.2,2,0,0,0,
data\raw\train\IHC\02174_train_1+.png,383394.90625,1.1667383909225464,0,0.2,2,0,0,0,
data\raw\train\IHC\02175_train_2+.png,99165.34375,1.0714439153671265,0,0.2,2,0,0,0,
data\raw\train\IHC\02176_train_2+.png,501871.59375,0.47862204909324646,0,0.2,2,0,0,0,
data\raw\train\IHC\02177_train_1+.png,22553.2265625,0.1430407017469406,0,0.2,2,0,0,0,
data\raw\train\IHC\02178_train_1+.png,25728.31640625,0.646034300327301,0,0.2,2,0,0,0,
data\raw\train\IHC\02179_train_1+.png,429301.21875,0.9644704461097717,0,0.2,2,0,0,0,
data\raw\train\IHC\02180_train_2+.png,84306.0859375,0.14291711151599884,0,0.2,2,0,0,0,
data\raw\train\IHC\02181_train_3+.png,644062.375,0.6143189072608948,1,0.25,0,0,0,0,
data\raw\train\IHC\02183_train_2+.png,1575.9305419921875,0.0015029244823381305,0,0.2,2,0,1,0,
